Temperature,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,dye only,dye only,dye only,buffer ,buffer ,buffer ,dye only,dye only,dye only,buffer,buffer,buffer
56.5,-227.6163293,-197.1705061,-205.9214908,-25.38211087,-29.95439639,-29.09573879,-236.7758805,-233.8835754,-224.1791485,-49.39741748,-36.99127288,-52.43562164,-296.9801703,-318.0917098,-279.8318912,250.3377921,251.7014138,251.7249743,-374.2886721,-401.561412,-357.2894775,265.2075031,245.7400859,251.0663877,-21.26022938,-18.95926922,1.082985608,70.99519174,68.99824764,70.29279074,-42.60831122,-32.05303392,-32.37015302,62.95935985,62.9568919,66.18475033,29.64408036,32.92262653,31.08882069,92.7691449,87.77529283,96.04482523,14.76532528,16.45304667,16.37308253,104.9011056,101.3455826,116.2772113,211.0665606,206.7644366,209.1933461,339.9767639,324.0716304,375.6335494,242.7670881,274.0893389,247.2221152,379.1820609,300.8581917,339.0159199,313.1324298,303.2629909,308.313337,-54.43319973,-52.55381527,-19.99639019,324.273441,285.2039845,324.7609483,-75.76133237,-69.79608176,-33.66997194,-346.8131426,-329.8029514,-268.2191717,-324.0389109,-328.2334745,-266.7393031,-405.484895,-375.2399368,-339.6328263,-350.7113383,-341.9511063,-350.5881222,-0.089225899,-0.282234982,-0.364392524,2.11815931,1.867633614,1.70893131,0.890287438,0.08843164,0.71737449,2.877212363,2.30522007,2.028151645
57,-250.8873861,-219.3157724,-229.7551648,-40.8975533,-47.20920735,-43.81417378,-260.8664933,-260.3482401,-250.4889402,-66.68129079,-52.719783,-70.7013543,-306.0378784,-327.5658944,-290.8568221,267.8017649,268.7335244,265.9143993,-383.9651058,-411.3088509,-366.8288103,280.6600752,259.0598473,261.1113843,-36.06715157,-32.847049,-11.38606989,69.2620711,67.23154713,69.57558652,-62.40833929,-52.27469379,-47.94653358,61.99072196,61.62778891,64.93879551,23.86747315,26.37595498,26.17114175,111.4702429,114.2345199,121.8924461,9.094078571,10.1962053,10.21957645,135.8987191,129.6447218,144.0471928,228.2462654,222.1232104,223.7861297,352.829052,336.1700823,390.1031132,269.7217904,298.6368171,269.8266525,390.5391499,308.6896797,347.3909659,326.4031851,316.4450015,321.2311188,4.650019346,3.321855752,32.19767085,340.9730698,300.4555324,335.2386799,-24.37161058,-19.97019147,15.54503289,-294.6408458,-283.7611786,-229.5863338,-348.2154033,-352.1183119,-286.4352409,-360.5196159,-327.7181323,-297.7021246,-382.1672071,-371.4819951,-380.3616693,-0.046813518,0.002017753,-0.091215639,2.111373022,2.024214614,2.031524683,1.230952692,0.760723832,0.811682682,2.426793634,2.4696018,2.090156245
57.5,-272.7277853,-240.9785955,-253.5648368,-59.93628992,-66.29397608,-60.5458677,-286.041139,-287.5426274,-276.9729771,-85.99394452,-69.63114621,-90.0523836,-309.3081896,-332.7860017,-296.4469456,283.3264845,286.0493375,280.8012832,-388.0297327,-413.4844965,-370.4370783,297.1322611,271.2489089,271.321453,-53.16587024,-48.83485717,-25.05646688,66.30312666,63.68489107,67.9450592,-87.58010098,-76.22768867,-67.07756526,59.69652954,59.74585834,63.27926476,15.89027824,18.70490379,19.90331356,132.7268697,138.3884042,147.1821575,1.057611434,2.477736765,2.674714246,164.8817013,156.8938623,168.5645336,243.4426889,236.2871903,236.4670737,364.7915346,351.3964687,403.1685477,294.0846079,320.5779046,290.6486985,400.4965098,317.2464445,355.44184,338.5036165,329.1193851,332.5511434,60.51520369,55.12244145,78.98585414,357.7444788,313.7830208,346.6689301,24.89947437,26.75417436,62.3790722,-236.7222775,-232.4652799,-185.9956223,-372.2037418,-373.8385966,-304.4457859,-307.510802,-272.4878943,-249.4560638,-411.2352236,-398.0183476,-406.1412944,-0.311813661,-0.21749006,0.021560684,2.010481579,1.904085051,2.073397519,1.558830219,1.110772314,1.08975873,2.343208238,2.345285961,2.597562932
58,-292.1918373,-260.9709536,-275.5776447,-81.22723882,-87.49298937,-78.75864079,-310.8144776,-314.4420859,-302.6015069,-105.762029,-87.84561267,-108.8524679,-306.2248987,-331.6851965,-296.5963789,298.8827813,303.0550612,294.4743697,-386.1567863,-410.4540649,-367.8944671,310.156592,283.3347846,281.6279057,-72.07365339,-66.82274928,-40.69557988,61.00027895,58.72413802,65.45220854,-118.2716312,-104.397935,-88.82332867,55.9956145,56.90456067,60.25893865,7.359855107,9.493130754,11.0181207,151.9109661,161.4740335,169.7833604,-8.867894427,-6.921458547,-6.93219432,192.4211399,183.2499297,192.4403675,258.0613089,250.9202046,249.4475452,378.8126681,367.797495,416.6251651,316.6981645,340.472721,309.9766056,411.0810169,326.848558,364.4781575,350.5085729,338.7892623,342.0972547,113.4678354,103.473636,122.2108905,375.4763093,325.1945786,356.9853333,72.10172774,69.69636997,104.1135651,-175.2015721,-177.4048576,-138.773808,-393.2637688,-392.3547403,-319.5505052,-247.2340083,-211.5534418,-195.029371,-435.1487985,-419.308638,-426.6720494,-0.249622665,-0.151610444,0.004473419,1.730496919,1.438813746,1.879610103,1.745393625,1.454974895,0.848076379,2.503658773,2.088337772,3.046525418
58.5,-313.849848,-281.9161528,-296.9124111,-104.698177,-110.0490719,-97.14288257,-331.7086978,-339.7097061,-326.0754954,-128.2884305,-109.5224173,-132.0951426,-300.4128826,-328.8435248,-293.4616717,309.3063075,318.6327667,307.7941992,-375.493906,-399.3957464,-357.596909,319.2599096,291.272701,285.9002801,-95.11910243,-88.82772294,-59.59397763,51.96756181,51.7849154,60.4997728,-155.7630546,-137.3709068,-114.6352156,49.50173878,49.85848958,53.11128759,-5.215794573,-4.973716108,-0.444635119,163.6920691,180.176071,189.6461546,-21.62959529,-19.5514524,-19.79825038,212.4391973,202.3021603,207.4134492,268.314956,259.5373271,257.5025761,387.3445618,375.6930735,425.1365146,334.5352052,355.0218518,323.6676253,416.5580177,331.9760037,369.7586321,356.6861709,341.6589787,345.609492,153.1638519,142.9141658,155.6240029,385.5322847,332.1463323,360.6798414,111.6514394,106.2434808,135.6158606,-118.2415117,-125.0324903,-94.54880619,-411.9702495,-409.7943272,-333.6147956,-188.6367275,-152.6768992,-140.6719615,-458.3989765,-438.4142978,-445.7092049,0.410339798,-0.098691951,-0.128840267,1.645446404,1.809694357,2.157699998,1.715598946,1.452065092,0.592891852,2.303882937,2.117025269,3.114379691
59,-334.795667,-302.2113164,-317.1850474,-133.0026139,-137.3310342,-121.9829122,-355.5965528,-366.9527828,-349.4753035,-155.4788282,-132.852258,-156.8719628,-289.3599461,-322.9557653,-285.7508154,311.3632522,325.2380941,312.634551,-362.8128154,-384.625501,-342.7399602,326.0961238,293.2809497,287.3695889,-121.1719156,-114.1624705,-81.33919967,38.67375556,39.55134853,50.10496354,-201.8249919,-175.3265494,-145.9046654,38.91621987,39.26838278,44.17469813,-22.4836047,-22.65130285,-14.51339805,183.7119165,190.4502722,201.6937919,-39.28359096,-36.90098125,-36.37065331,225.650906,215.653331,215.6762578,272.892222,262.7017752,259.6404072,388.8110599,376.0773544,423.8705224,342.4724697,361.4866998,330.4110365,413.6248204,331.641667,369.8306055,356.6646845,339.7612931,343.963357,179.2432067,171.1458371,176.2188055,386.8960128,333.0668195,358.8606291,141.7866137,134.3345957,158.2470198,-68.37330592,-76.02270258,-53.08552491,-427.5364079,-425.52795,-345.6721155,-133.0688352,-96.87899466,-89.02704113,-478.9698068,-453.9300153,-461.4521153,0.624991619,-0.257906376,-0.355630038,1.658771419,2.2857314,2.121390418,1.498257881,1.411870151,0.964699614,2.012643158,2.114290349,3.072618498
59.5,-349.3803593,-317.150236,-332.5563677,-163.023777,-167.9230148,-152.414109,-379.1200314,-392.7511557,-369.4201734,-182.112354,-155.2178589,-178.9801285,-269.2477848,-306.1491433,-270.0799557,312.0792816,323.8413059,309.6919159,-348.2141704,-366.1458867,-323.8042864,328.7898146,295.1677255,289.7056076,-146.874907,-139.5645376,-104.1135294,22.70105401,24.13714831,35.84913296,-250.9277289,-215.8903973,-178.5815283,26.07509692,27.68613487,34.46151374,-40.49425288,-40.53909168,-30.14353693,207.0864783,196.3497008,206.233861,-60.06484187,-56.85241822,-55.65683355,238.0587148,226.6895215,226.0911344,276.2900412,265.7514946,261.4006262,389.680665,373.5805306,419.8943187,344.9662829,363.0245111,335.1637044,409.7769528,330.9524232,369.2216089,356.3531128,337.1771267,341.7889332,201.2267274,193.1680905,191.751369,386.9721766,332.1727083,356.5653683,166.4308468,157.3424033,176.5417109,-20.78891179,-26.67089059,-11.24295635,-434.8021659,-433.9514113,-350.4369218,-75.41100338,-39.94928472,-37.05664902,-488.8734311,-461.073683,-467.748859,0.449254585,-0.344349376,-0.26509196,1.702720193,2.207489437,1.870908626,1.393098431,1.390841947,1.509815107,1.971957215,2.130009983,3.235389187
60,-358.7474576,-325.2112141,-340.0026886,-190.4161946,-196.7096497,-180.4225211,-392.2099425,-408.5236815,-380.2695269,-206.2961504,-176.1697727,-201.0029594,-242.0451517,-278.708383,-245.367677,313.4529035,322.1638601,305.5572297,-322.3303788,-336.55684,-295.7546461,328.6794376,296.6509252,290.336332,-172.8001954,-165.52658,-127.0151419,5.054640651,7.925653199,20.39328561,-297.7603481,-256.1131881,-210.3065834,11.61927807,13.8842888,21.02770789,-59.83543429,-59.89995353,-46.41130702,218.051065,200.5463568,207.5702553,-81.68762348,-78.24241451,-76.57756483,248.978586,234.8719465,235.0008956,278.3815673,267.5654534,262.9301047,389.5127593,368.3026227,416.363245,345.099413,363.3550443,337.9136159,406.6014931,330.0120871,367.683315,356.3957441,332.9791649,339.1101011,219.5270627,209.9562256,205.3027018,384.1299155,331.9683024,351.5024791,185.903476,176.9548235,190.14755,24.37708618,20.15178392,27.70570247,-429.0843059,-432.0347924,-347.4086555,-19.58519524,14.99617972,13.37865815,-488.2112367,-458.2758636,-464.9485698,0.769546953,-0.24704794,-0.166696708,2.236324212,2.13168403,2.444427092,1.318152044,1.328128871,1.692514627,1.85635824,2.26498623,2.598808787
60.5,-362.7789648,-326.1108102,-339.69149,-216.0354079,-223.8821897,-206.1455755,-395.8834363,-413.4052206,-383.2381915,-229.8384066,-195.6263171,-222.0380968,-208.280009,-242.6166598,-212.1799452,313.6220711,319.6003125,301.0019277,-286.4550593,-295.7472586,-259.0909279,329.1973937,296.3023107,289.3639564,-198.0574081,-191.0805741,-149.2033806,-11.85839168,-10.13560977,2.620702636,-342.0098476,-294.9174085,-241.7272922,-5.105106357,-2.682326215,6.040829621,-81.75020076,-80.24222835,-63.65503545,227.6893522,202.6665801,208.6898452,-104.1920101,-100.5083993,-98.14407211,257.7906714,241.8228092,241.5518258,279.5731474,268.3503357,262.9790835,388.3032668,362.7583263,412.8701724,343.433622,363.2994743,338.7422535,402.4463497,328.8504877,364.9319569,355.4031252,332.6998272,336.2964565,233.429647,222.6980438,215.6349079,379.7401859,332.5639084,345.5834468,201.5315481,193.9327179,202.5198957,67.17276264,63.21744497,63.3738317,-411.7205303,-418.9723281,-335.6916011,33.13633484,66.84140473,60.16125535,-477.1506439,-444.717545,-452.2588717,0.592929276,0.046330422,-0.155886022,2.766216557,2.712566553,2.632064607,0.963208069,1.255504294,1.570073202,1.774256162,2.586546003,1.780677774
61,-356.9488745,-318.1701716,-331.2421236,-238.4328182,-249.0261788,-228.9797803,-390.6838471,-407.1952341,-376.6886804,-249.5481983,-211.861071,-237.7279216,-167.6178577,-196.1459115,-171.0248285,316.0566447,317.1917738,297.5819588,-243.5749973,-245.7000963,-215.6548987,330.8140254,298.34299,290.2959957,-220.1363313,-213.5947561,-169.1412239,-28.61004449,-28.92821341,-16.18048512,-380.3644123,-329.5173835,-270.4541261,-23.52335686,-19.49008672,-8.260350905,-103.0751449,-100.6534768,-81.22100648,239.4467759,205.0844943,209.6738669,-126.7234313,-122.5062244,-119.3019324,268.4562618,250.8981975,251.4581353,281.9474158,270.2759271,264.3520444,389.4742647,361.1942633,412.1779755,342.7127653,363.8665171,341.0278997,401.7676736,330.8710127,364.5145932,354.9195027,337.5512527,334.3962897,247.1943431,235.1245974,227.1904226,379.198994,334.0409931,345.2469182,215.7307766,208.3557035,215.6338419,109.2600119,104.2322307,98.03206923,-384.9778981,-393.8059383,-314.135241,85.0715225,116.7659685,104.3183843,-451.9606623,-419.4638584,-425.7642712,-0.362375293,0.516116038,-0.07529052,2.858607352,2.862691116,2.287987185,0.691911738,1.1631956,2.000360143,1.731007713,2.66409647,1.495440722
61.5,-341.8488384,-300.6508723,-314.1861711,-255.1858636,-267.0667811,-245.3960493,-370.8826956,-387.8885983,-357.6225567,-262.1686264,-223.4586821,-249.8939964,-121.7163777,-140.9759953,-123.4566472,322.020781,319.6070715,297.9035189,-191.0730099,-185.8653898,-164.2639122,334.2148404,302.305749,294.1281835,-239.0859444,-233.0081208,-186.0474622,-47.03339236,-47.47205375,-34.13211429,-411.2436519,-357.9398469,-294.2479808,-42.70476669,-37.01258809,-24.81736596,-122.8021968,-120.512152,-98.14425017,245.1694063,211.4701378,212.6913414,-148.2300045,-143.0058763,-139.8116326,281.9321662,261.5398834,262.9025574,286.6164981,273.9696157,268.3682854,393.4653281,362.6353329,416.6706905,345.03327,367.3484006,345.4646288,406.0390016,337.0245078,367.3226018,358.4127699,343.5875132,334.3589154,263.6914826,248.0047935,241.594749,381.825129,337.6538667,349.3086121,230.8935512,223.309716,229.0438094,150.0650671,142.3594004,130.2912024,-346.760105,-356.0687171,-283.7848468,134.3706816,163.0097947,145.8383342,-413.3428025,-382.4437694,-386.6566481,-0.753465349,0.739194636,0.165148124,3.04722077,2.656649315,2.340407313,0.854878774,0.963700361,2.640004666,1.892401553,2.300669241,1.602196475
62,-320.8492123,-276.5815912,-290.6391021,-267.6116362,-279.5197751,-254.6475858,-340.0692438,-358.1249188,-330.4660497,-271.6889555,-231.6279415,-259.4101329,-73.79159119,-84.20684752,-73.19735015,326.4653805,324.4858144,300.6926621,-131.1552655,-119.8215749,-107.1047246,338.6442534,305.1362959,296.862802,-255.5353804,-249.8309228,-200.1974433,-66.84559756,-67.94855958,-53.27041861,-437.3654428,-381.5792502,-314.473543,-63.74579813,-57.66566611,-43.78871673,-143.5755631,-140.3819718,-115.4865822,247.2661608,219.1955957,218.9718409,-169.1701928,-162.7364807,-160.8653021,293.8779388,273.9996928,269.991721,290.3004418,277.5595495,271.7836824,398.1100331,366.3691142,422.5735243,349.063959,371.9984473,349.7253322,409.8907277,342.2780623,370.36032,361.6117353,349.5966286,334.9798623,278.4755116,261.0216798,253.1350411,384.1257238,341.1655713,351.9341595,245.1571264,236.4850463,241.1997655,185.7612734,174.7020772,157.5880397,-300.6765632,-308.7635177,-246.8969071,177.2976047,202.516673,181.5624121,-367.0091329,-335.9422352,-340.641733,-0.776632529,0.95081282,0.449740702,2.863915385,2.842787559,2.479408115,0.525998673,0.806917541,2.320786883,2.376697831,1.791638277,1.717109644
62.5,-291.8938382,-247.493793,-262.0620767,-276.2637243,-289.1092484,-259.7794949,-304.0332779,-322.9105562,-298.2303894,-279.7868793,-237.0657445,-263.7210941,-25.51226556,-27.94676278,-22.93513146,328.6784251,326.7313869,303.4699458,-71.980829,-54.83258719,-48.49849452,341.1824588,308.3334848,297.5917003,-267.5750506,-262.1710624,-210.9994985,-89.17999246,-90.3338514,-74.94191825,-459.1191757,-398.5261252,-330.2884799,-87.21202606,-79.68649156,-62.12110445,-164.1832497,-160.4782626,-133.5794311,254.1342093,225.584793,226.8581909,-189.869135,-182.1940108,-181.07681,305.7935946,286.2787566,277.0921784,293.2669972,280.0425442,274.3020195,403.0630757,370.5146146,427.9099329,353.0201929,375.198373,353.4084739,412.9133611,347.1346949,374.0451807,363.6684395,356.2090026,335.4115823,289.9522576,274.656552,262.6078115,388.9251446,344.3180415,355.5759364,258.4080732,247.2420189,252.0943837,215.9670238,202.4726873,181.3779338,-249.1514182,-256.3505841,-202.8450141,215.510272,236.3095477,212.63669,-312.889661,-281.5637539,-286.9004631,-1.050234833,1.309893258,0.793737977,2.254424178,2.698077749,2.181728481,0.351951766,0.433828163,2.108941698,2.496336282,1.624432056,1.994800027
63,-255.154866,-213.5119729,-228.5141645,-279.359643,-291.5483183,-259.8760524,-259.8098832,-282.2653197,-257.0110851,-282.4120701,-236.4179299,-263.223266,21.71724201,27.47698855,26.15195244,330.5388946,328.7282344,305.7219838,-13.08082842,8.810384961,9.156064089,344.2730396,311.8309904,298.5948901,-274.757261,-269.6564365,-216.8623991,-114.3170484,-114.0116733,-97.30651246,-472.4572014,-407.3114995,-339.3457383,-111.8237719,-101.8318031,-82.26033073,-184.2662459,-180.3326728,-150.6046423,259.8187225,232.010308,233.6656868,-210.3519941,-200.4463266,-200.0623576,318.0593243,295.5319307,284.7949793,296.130909,281.3095398,275.9114452,406.7401736,373.3882238,432.4857238,355.6305344,377.3734917,355.0731213,415.5882306,351.065463,377.2056526,366.4431142,361.0152111,335.5689877,299.4418059,285.3315464,271.2919866,393.2389508,346.3956423,361.4109655,269.9713228,256.0429552,260.7562259,240.6272402,226.4690595,201.7699925,-193.9229078,-199.4530767,-154.9462629,248.2859303,265.0942739,239.4759747,-251.4662212,-221.7637864,-226.251572,-1.067557983,1.114477845,1.233859582,1.959953457,2.032326137,1.949135592,0.678499098,0.175988249,2.357971204,2.30670838,1.754835372,2.489534492
63.5,-213.7367365,-174.3316296,-189.7311209,-276.1922274,-285.573711,-255.1618177,-209.5205498,-237.1949975,-209.4090678,-279.5048852,-229.3559956,-258.0432507,68.32454888,79.95922481,72.05563092,332.4109368,331.2066994,305.6225064,45.16413529,67.79516617,64.01945358,346.4248084,312.2680995,299.8111559,-275.9353497,-271.8301858,-220.570724,-141.3022307,-139.9381662,-120.7031697,-476.7108286,-408.3303474,-341.2349798,-137.35153,-126.231678,-105.6164529,-204.4588829,-197.2046906,-165.716062,265.3542071,239.2442603,239.417219,-228.888655,-216.8506945,-217.5798483,329.5874622,305.3616527,292.0690903,297.9336587,283.6904965,276.8027343,410.1256125,376.5949589,436.7567822,357.4719897,380.1557975,355.3467929,417.6375376,353.6700856,379.8270168,371.1125569,365.1592206,337.357183,307.617364,294.174073,277.8343339,396.1494009,349.0241554,366.3789145,281.2405474,265.3010618,269.0466776,261.1392932,247.1132198,219.5156703,-134.4007366,-136.7918411,-104.8772955,276.4660912,289.9673736,262.6421247,-186.4354551,-157.966389,-163.1524027,-0.423781706,0.876152338,1.526308427,1.746768264,1.775043873,1.992173813,0.934872107,0.397742733,1.745237698,2.45005888,1.763697472,2.631815499
64,-168.1497767,-132.2407933,-145.9246847,-266.5619055,-274.5083993,-243.9703513,-156.7501875,-187.6523238,-158.7593479,-270.88912,-218.9851983,-246.6012463,110.2761119,126.7685321,113.3447743,333.6528076,331.7774648,305.17528,97.86110639,119.7822644,113.7428604,345.8594029,313.1381536,299.7002412,-269.991536,-266.6107762,-220.8798806,-168.978359,-166.883313,-145.6488503,-471.4600341,-400.4811561,-335.2769977,-164.4649287,-152.3768775,-128.8702905,-222.9552946,-212.5600338,-179.0658677,271.0159532,245.5378015,246.0281791,-243.8234114,-230.8695048,-233.0634114,340.515859,315.2539438,300.1229886,298.5959533,285.6288817,276.796716,414.4494406,381.0626389,441.2384698,358.8332236,382.1963993,356.7549144,419.7345515,356.2461676,382.2533361,374.5575786,370.8843638,339.4711951,314.5035226,303.5357643,283.8845541,400.7380619,353.3940079,370.4724842,291.7447409,275.4708057,277.4483881,278.8081158,265.2791154,235.0214461,-73.60509304,-71.81990311,-52.24974434,301.1437547,312.3373334,283.4002006,-119.3392452,-91.86929352,-98.61654344,0.078084095,1.123847289,1.868039171,1.376640688,1.968347384,2.257576654,0.971515093,0.331633318,0.76851443,2.517150001,1.963904017,2.443814327
64.5,-118.3921329,-87.95359071,-99.1792545,-250.1378344,-256.3620666,-225.8768907,-100.5551354,-133.2130946,-102.8861099,-254.9487501,-203.3976632,-229.6945291,145.7660517,168.4091879,150.207726,334.6159054,331.5298871,305.2476749,143.8830789,165.6861151,157.3139161,346.2286354,315.1492459,299.5105836,-256.7952983,-254.7060614,-213.4553626,-197.1800019,-193.1159292,-171.1273212,-454.2020547,-382.2539061,-321.1167736,-191.3290119,-177.6546608,-151.7864343,-238.5676728,-226.6567071,-190.2185393,276.8714349,251.3952992,251.5787965,-255.5668772,-241.9255029,-244.7814665,352.5009888,323.5231384,310.163368,299.911773,286.7394876,276.4139163,418.814441,383.8161288,446.560857,358.5721894,383.5883315,356.4610319,421.7050654,359.1665146,384.5434928,377.5763969,376.8876591,341.8860752,321.0951232,312.2049694,292.4200766,406.8306151,358.7402679,376.1961692,302.1553178,286.3280936,285.670029,294.9499992,282.173011,248.8591077,-12.21956395,-6.772226654,0.875130858,322.9856128,332.9715369,302.9010472,-49.56873443,-24.87779591,-31.43312356,0.121744368,1.37010062,1.866696327,1.604321667,1.873307016,2.407684905,1.473810504,0.27499975,1.077276684,2.419686332,2.524113484,2.145943908
65,-67.37558017,-41.70036322,-51.55091007,-226.8557172,-229.7464492,-202.0629735,-41.94859527,-76.36654555,-44.13570749,-230.0013905,-180.7816689,-207.6388426,176.9052985,204.7415682,181.2660365,336.6581239,333.540113,304.1123869,185.2494873,205.5755629,194.3407861,348.7173334,316.0446746,300.0635323,-236.5409555,-236.21117,-199.5111924,-223.6920729,-218.8456355,-195.2421768,-424.3249566,-355.6720264,-298.8523182,-216.4529382,-202.4635513,-175.8363645,-250.7819964,-236.7948203,-197.6792467,283.6396253,258.3990847,256.8229673,-263.5462665,-248.5317895,-252.4557528,364.01457,332.3342206,320.5272066,301.7670705,288.2948745,276.0112981,423.5581365,386.199807,452.1270969,357.7808953,385.0878506,355.643736,424.1272283,361.4017191,386.2658861,382.0873071,383.5839945,345.1987725,328.4161223,319.8380428,300.5761726,411.5580649,363.8913227,382.5502046,314.2829653,298.3832484,294.3853934,309.5393577,296.9094962,260.9305756,45.01305208,59.23111919,50.83565718,341.875852,351.4196053,319.6128864,19.75019803,40.54118176,34.55882422,0.234074868,1.399093843,1.742541232,1.985791614,2.247317987,2.412367707,1.610382254,1.036055053,1.329013729,2.546274389,2.604451556,1.932987349
65.5,-17.65586205,4.777745455,-4.168456413,-197.465269,-198.5419293,-173.1531452,14.04271969,-19.30649526,11.87590722,-197.5598971,-155.4091608,-179.4937311,203.000584,234.1721065,205.777685,338.0083493,334.8016904,302.808999,218.8951509,237.6330221,224.5053824,350.034668,315.9089271,300.5648564,-209.5393749,-210.5527797,-181.2825167,-249.5431997,-243.6196826,-218.468838,-385.2521551,-320.8822255,-269.2920749,-241.5374413,-227.4353633,-198.9209417,-256.7100299,-242.8417656,-201.1598491,291.1626843,265.0136119,262.5152756,-266.8806984,-251.1599462,-256.8684824,375.2555464,343.8961045,330.8434159,302.963971,289.1778066,275.9219479,428.2657928,390.4947579,456.9251898,357.1395324,385.7428548,357.0481647,426.6929823,364.845359,388.6058716,386.7775138,390.1803311,348.3532121,337.935708,328.999351,308.4377341,417.1343413,370.1111973,387.6433608,327.7234491,311.7349614,303.9169685,322.3724836,309.7568556,271.4466838,98.5391413,122.5167699,98.37117602,358.0532421,366.7232967,332.8611197,85.89370602,103.1435572,97.67405353,0.469252323,1.479788309,1.841715865,1.962423163,2.655609732,2.506969762,1.435665922,1.710809974,1.077620979,2.656723539,2.030646744,1.699437433
66,29.77353067,48.35472387,40.58382994,-163.265118,-163.8025209,-138.6401878,66.54038731,37.06303871,64.37263593,-159.5705957,-128.886307,-146.7477543,221.7513681,255.5002349,225.3890826,336.9746563,333.7912511,302.5850782,242.7489275,262.9153477,248.4313332,351.5674379,317.1861726,300.577728,-177.8366507,-179.1291661,-153.2573954,-274.1988011,-266.7238333,-239.7015049,-338.4063083,-278.028141,-233.2154639,-264.9436963,-249.8124523,-217.9324013,-256.0536407,-244.7406906,-201.5716975,298.7428629,270.8348801,268.6213175,-265.4894639,-249.4373226,-256.4732709,386.9852036,354.4718075,341.6609387,303.4170207,288.4230513,275.8954295,432.1702429,393.8208749,460.791511,355.4914132,384.8595766,357.4422933,427.1083465,367.7706556,390.3802736,391.350499,395.4895444,350.5893691,349.3658371,338.6016551,317.6706741,423.757802,376.1018961,391.1613676,340.8363771,325.3057263,313.4519973,333.3410272,321.2414147,280.3752016,150.6458151,178.0644241,144.0187791,371.4699193,378.7166954,344.4610673,149.3901309,162.7477019,157.8032724,0.4416234,1.510543307,2.391223513,2.163069742,2.52269476,2.626582937,1.364547101,1.850358536,1.504674559,2.547942816,2.025347261,1.471044934
66.5,74.06067188,87.38323524,80.4666484,-124.626838,-124.6216204,-100.4992726,115.6801485,88.36089453,113.4928387,-119.3857805,-98.65010088,-111.8781225,236.373738,271.0254095,240.8339188,335.6827601,333.3519169,301.7811535,261.0187283,282.8677632,266.1405388,352.8128436,317.669237,298.7852197,-142.5440962,-144.0242052,-117.971853,-295.1115705,-286.6768071,-256.7008966,-283.3349385,-229.3499986,-192.1081532,-283.9383483,-268.052316,-234.0217404,-250.9390191,-240.8846312,-198.2340931,307.5139525,277.0598124,275.2482103,-259.6555133,-242.2324708,-250.3982481,398.2197474,364.5092248,351.0270907,302.7716841,286.9333666,273.2097478,435.0766476,395.8209131,462.759183,353.1061333,383.237677,355.8185815,425.4959006,367.9347909,390.650167,396.8670715,399.8108573,352.2746572,359.8967662,347.8530557,327.0896785,427.9643875,380.3538007,394.1493349,353.9546999,337.2599995,322.7021939,342.2718564,329.8483756,287.8280554,197.7279901,227.3280888,185.2562935,381.527346,387.2255301,352.7867319,208.1581574,217.3328275,213.9198039,0.282312669,1.478604992,2.825898797,2.373293791,2.242581092,2.450329413,0.913453011,2.336189052,2.041433533,2.226227318,2.010079956,1.618686461
67,113.7651256,122.3362574,115.9436858,-83.41101582,-82.9225817,-61.559098,158.5254295,132.355029,155.8233981,-78.6998511,-67.18629448,-74.79327222,248.6532122,282.6315574,251.5213131,334.9417469,333.3476539,300.469647,275.5113889,297.7593097,279.5128344,352.3561989,316.2674708,297.0691404,-104.1890495,-105.5753237,-83.41222888,-311.5222686,-302.3066922,-268.8388204,-222.9581657,-176.1349939,-146.5657295,-300.1207515,-282.8055607,-247.2436199,-239.5611089,-232.7780534,-189.2565163,313.5101303,284.1441077,282.7545152,-247.6992864,-229.240108,-238.9477192,408.1855225,374.7366657,359.3534317,299.867156,284.721873,268.9825916,436.465551,399.9266808,463.252329,350.7137045,380.8857096,354.5898203,424.4166611,368.7579969,390.930608,402.765761,403.2891029,352.3814511,370.6780978,356.4239239,335.7447372,429.6881396,383.938208,396.10967,366.3883425,348.02607,332.235252,348.8182962,335.6337391,292.9607317,237.9783648,269.9765712,222.1985325,388.126037,391.2419255,356.9867797,260.6000349,266.451497,265.0743326,0.405391617,1.496794561,3.22484732,2.287265638,2.035117533,2.366722122,0.575687963,2.368619747,1.710030096,1.910431816,1.649806213,2.102443417
